,user,item,rating
93080,916,86,4
93081,901,403,2
93082,804,219,3
93083,399,404,3
93084,490,987,3
93085,804,603,5
93086,896,1119,3
93087,665,301,4
93088,683,678,1
93089,848,42,2
93090,472,338,4
93091,901,88,5
93092,650,173,5
93093,457,275,5
93094,498,527,3
93095,532,248,4
93096,587,292,3
93097,846,1221,3
93098,852,1615,2
93099,807,408,3
93100,561,133,3
93101,881,69,3
93102,887,105,3
93103,727,12,5
93104,889,524,4
93105,399,232,2
93106,894,698,4
93107,864,394,3
93108,738,234,4
93109,758,820,4
93110,458,619,2
93111,813,326,3
93112,843,422,2
93113,837,926,1
93114,882,420,5
93115,409,466,4
93116,895,283,4
93117,924,50,5
93118,308,121,3
93119,118,179,5
93120,881,234,3
93121,313,845,3
93122,633,300,4
93123,881,568,4
93124,617,427,4
93125,811,321,3
93126,796,607,4
93127,791,332,5
93128,553,657,5
93129,536,22,5
93130,622,218,3
93131,815,175,3
93132,911,194,4
93133,327,156,4
93134,535,1098,5
93135,483,228,5
93136,490,1012,3
93137,620,1219,3
93138,894,292,4
93139,825,370,3
93140,848,511,4
93141,207,805,3
93142,436,550,4
93143,92,233,3
93144,751,202,4
93145,385,132,4
93146,230,69,4
93147,85,325,2
93148,943,24,4
93149,768,235,2
93150,314,1297,4
93151,908,195,4
93152,679,588,3
93153,882,210,4
93154,658,960,4
93155,559,1401,3
93156,881,820,2
93157,286,345,4
93158,847,652,5
93159,907,272,5
93160,833,201,4
93161,10,610,4
93162,897,411,5
93163,268,1016,3
93164,405,1220,3
93165,698,174,3
93166,862,495,4
93167,500,1069,4
93168,280,276,5
93169,709,569,3
93170,901,118,3
93171,933,121,3
93172,5,419,3
93173,886,559,2
93174,885,29,1
93175,642,155,3
93176,749,637,1
93177,943,80,2
93178,782,936,3
93179,894,1009,4
93180,910,222,4
93181,889,159,3
93182,868,100,5
93183,627,193,5
93184,271,116,2
93185,758,312,3
93186,399,366,3
93187,760,1135,4
93188,472,866,5
93189,885,290,1
93190,815,479,4
93191,804,631,3
93192,557,739,3
93193,466,403,3
93194,249,93,4
93195,867,144,3
93196,552,300,4
93197,671,55,3
93198,863,316,5
93199,789,288,3
93200,200,139,3
93201,677,358,5
93202,749,234,4
93203,514,114,5
93204,751,227,4
93205,270,672,5
93206,883,479,5
93207,880,403,3
93208,907,697,5
93209,433,245,3
93210,908,100,4
93211,17,276,4
93212,548,164,5
93213,896,559,3
93214,843,530,3
93215,894,242,4
93216,363,496,4
93217,577,200,3
93218,817,222,4
93219,716,173,4
93220,643,194,4
93221,698,121,2
93222,554,70,4
93223,592,170,5
93224,798,105,3
93225,796,796,4
93226,890,151,5
93227,177,187,4
93228,834,9,3
93229,903,59,4
93230,452,164,4
93231,491,12,5
93232,870,235,3
93233,889,290,2
93234,929,50,4
93235,338,478,3
93236,927,64,5
93237,865,405,2
93238,846,470,5
93239,886,23,4
93240,873,875,1
93241,682,332,4
93242,655,22,2
93243,588,186,4
93244,758,332,4
93245,918,517,3
93246,639,516,4
93247,532,161,5
93248,892,601,5
93249,463,476,3
93250,653,1101,2
93251,870,583,2
93252,737,501,1
93253,815,705,5
93254,826,526,3
93255,932,496,4
93256,879,25,4
93257,835,134,3
93258,903,1098,5
93259,922,271,3
93260,883,198,5
93261,913,478,4
93262,59,28,5
93263,642,934,2
93264,880,187,5
93265,327,42,3
93266,891,181,3
93267,933,172,2
93268,577,402,4
93269,907,924,5
93270,929,484,3
93271,601,15,1
93272,846,194,4
93273,339,143,5
93274,44,633,3
93275,881,705,1
93276,711,622,4
93277,897,651,3
93278,875,423,5
93279,14,588,4
93280,897,760,5
93281,67,117,5
93282,848,97,5
93283,835,239,5
93284,782,895,4
93285,880,158,2
93286,62,191,5
93287,901,95,4
93288,838,354,4
93289,717,127,4
93290,930,50,2
93291,798,1509,3
93292,897,89,4
93293,916,206,3
93294,815,392,4
93295,694,238,3
93296,639,953,2
93297,796,284,3
93298,938,286,3
93299,119,258,2
93300,291,577,1
93301,823,183,4
93302,825,411,3
93303,936,1370,4
93304,389,494,5
93305,833,761,2
93306,800,181,4
93307,682,431,4
93308,852,407,3
93309,790,1040,2
93310,159,1132,5
93311,894,702,4
93312,423,292,4
93313,846,511,5
93314,758,841,3
93315,749,79,4
93316,621,795,1
93317,49,715,3
93318,458,83,4
93319,880,202,4
93320,561,617,4
93321,521,68,4
93322,509,309,2
93323,912,418,4
93324,883,151,5
93325,501,678,3
93326,909,86,5
93327,664,458,3
93328,704,58,3
93329,792,508,2
93330,890,152,4
93331,432,293,5
93332,881,1057,1
93333,857,328,3
93334,142,322,2
93335,786,197,3
93336,908,205,3
93337,788,65,4
93338,725,879,4
93339,687,324,2
93340,796,213,4
93341,864,288,5
93342,625,515,4
93343,201,7,3
93344,654,418,4
93345,919,70,4
93346,776,567,2
93347,896,660,5
93348,635,150,3
93349,653,571,1
93350,651,332,3
93351,805,959,2
93352,916,1194,4
93353,551,399,3
93354,934,131,4
93355,655,762,2
93356,222,64,5
93357,324,846,5
93358,774,708,2
93359,727,1028,2
93360,761,151,2
93361,828,20,2
93362,796,423,4
93363,928,134,5
93364,859,475,4
93365,788,167,3
93366,923,742,4
93367,510,873,3
93368,536,510,4
93369,887,204,5
93370,39,302,5
93371,868,7,5
93372,764,717,3
93373,796,283,3
93374,218,164,3
93375,844,176,3
93376,537,208,4
93377,943,449,1
93378,749,94,5
93379,716,161,3
93380,937,137,3
93381,405,1480,2
93382,378,97,5
93383,798,399,5
93384,488,205,4
93385,916,280,2
93386,659,521,5
93387,922,230,4
93388,815,527,5
93389,817,831,1
93390,712,95,4
93391,908,174,3
93392,846,623,1
93393,308,139,3
93394,506,324,1
93395,517,181,4
93396,403,405,5
93397,749,731,3
93398,796,672,3
93399,907,762,5
93400,704,639,2
93401,532,448,4
93402,777,196,5
93403,863,347,2
93404,420,690,5
93405,553,589,5
93406,854,132,5
93407,766,433,3
93408,373,131,4
93409,472,202,5
93410,632,194,4
93411,543,642,3
93412,556,482,5
93413,892,478,5
93414,655,57,3
93415,582,458,4
93416,449,1005,5
93417,588,735,5
93418,615,519,5
93419,558,269,4
93420,492,521,5
93421,405,1005,1
93422,771,114,4
93423,840,357,5
93424,711,228,3
93425,655,865,4
93426,560,50,5
93427,758,356,2
93428,886,578,4
93429,916,106,3
93430,878,512,5
93431,870,1073,5
93432,907,633,5
93433,763,99,4
93434,890,121,2
93435,472,419,4
93436,634,292,3
93437,409,326,3
93438,930,275,4
93439,48,428,4
93440,771,596,4
93441,70,946,3
93442,712,1040,4
93443,77,134,4
93444,890,185,5
93445,932,199,5
93446,936,294,3
93447,851,286,4
93448,819,286,5
93449,915,286,4
93450,654,785,4
93451,13,525,5
93452,724,898,1
93453,540,825,4
93454,943,205,5
93455,916,64,5
93456,911,427,3
93457,543,461,3
93458,15,845,2
93459,889,265,4
93460,411,238,3
93461,880,623,4
93462,880,315,5
93463,878,553,3
93464,311,448,5
93465,894,936,4
93466,767,921,5
93467,917,476,5
93468,804,257,5
93469,571,32,2
93470,627,435,5
93471,478,15,5
93472,383,736,5
93473,145,49,3
93474,394,62,4
93475,654,748,4
93476,174,202,5
93477,609,750,4
93478,190,930,2
93479,567,589,5
93480,457,1,4
93481,880,33,3
93482,664,69,3
93483,380,302,5
93484,932,541,1
93485,7,521,5
93486,601,284,4
93487,488,216,2
93488,642,447,4
93489,535,419,3
93490,878,202,4
93491,806,273,4
93492,881,1164,1
93493,305,485,2
93494,491,14,2
93495,620,260,5
93496,855,582,3
93497,664,54,3
93498,671,172,5
93499,560,508,3
93500,881,177,4
93501,798,38,4
93502,782,937,1
93503,833,824,1
93504,741,479,5
93505,318,458,4
93506,749,230,3
93507,495,637,3
93508,535,50,5
93509,758,340,3
93510,95,219,4
93511,825,748,5
93512,923,405,4
93513,863,271,4
93514,731,845,2
93515,72,81,3
93516,846,58,4
93517,886,584,4
93518,437,210,3
93519,49,1073,5
93520,665,1048,4
93521,6,539,2
93522,660,179,4
93523,833,267,1
93524,817,117,5
93525,897,232,5
93526,158,4,4
93527,655,543,3
93528,618,33,2
93529,399,123,2
93530,561,144,3
93531,936,323,3
93532,171,272,5
93533,708,222,5
93534,570,327,4
93535,331,511,5
93536,592,183,5
93537,763,125,3
93538,796,869,4
93539,451,321,3
93540,795,79,2
93541,854,855,4
93542,806,188,3
93543,186,147,4
93544,701,751,4
93545,819,245,3
93546,798,419,4
93547,387,641,5
93548,538,121,3
93549,933,823,2
93550,870,735,3
93551,622,719,2
93552,69,628,3
93553,863,887,3
93554,908,96,4
93555,907,1054,3
93556,938,929,2
93557,768,100,5
93558,648,88,4
93559,445,151,4
93560,894,278,4
93561,924,134,4
93562,890,451,2
93563,793,1,4
93564,846,1478,4
93565,545,95,4
93566,940,176,4
93567,850,98,1
93568,832,307,4
93569,804,926,4
93570,602,118,3
93571,899,748,4
93572,551,276,5
93573,763,191,4
93574,801,313,5
93575,887,1283,5
93576,201,583,1
93577,846,789,4
93578,509,294,2
93579,537,894,1
93580,942,135,3
93581,586,222,3
93582,923,50,5
93583,936,276,5
93584,806,249,4
93585,645,195,4
93586,533,168,4
93587,940,347,3
93588,119,271,4
93589,363,42,2
93590,152,1035,4
93591,13,793,5
93592,715,121,4
93593,774,265,3
93594,417,209,4
93595,825,147,5
93596,869,315,3
93597,798,473,2
93598,739,288,1
93599,344,715,4
93600,932,811,4
93601,407,191,5
93602,798,728,4
93603,643,4,4
93604,216,147,4
93605,889,338,1
93606,901,294,3
93607,539,258,4
93608,868,133,2
93609,833,523,3
93610,536,167,3
93611,736,324,3
93612,738,665,2
93613,230,195,3
93614,919,64,5
93615,851,128,4
93616,795,105,1
93617,900,129,4
93618,363,652,4
93619,584,181,4
93620,933,284,2
93621,877,451,4
93622,704,606,2
93623,916,1011,4
93624,566,467,3
93625,868,222,3
93626,746,208,4
93627,406,144,1
93628,389,608,3
93629,693,77,2
93630,705,815,3
93631,510,324,1
93632,774,199,4
93633,918,709,4
93634,483,9,2
93635,807,186,4
93636,416,732,5
93637,767,1,5
93638,927,568,5
93639,806,1,4
93640,664,121,3
93641,135,226,3
93642,927,1016,5
93643,846,270,3
93644,778,226,4
93645,326,237,2
93646,446,299,2
93647,883,47,3
93648,676,316,4
93649,838,45,4
93650,130,7,5
93651,854,742,2
93652,243,8,5
93653,517,472,2
93654,647,402,4
93655,851,1258,3
93656,646,286,3
93657,181,1317,1
93658,899,356,2
93659,896,219,3
93660,770,297,5
93661,624,750,4
93662,330,231,5
93663,669,657,5
93664,406,382,5
93665,934,193,4
93666,254,526,3
93667,517,755,3
93668,916,720,2
93669,859,313,5
93670,413,237,4
93671,846,586,2
93672,711,472,1
93673,673,313,4
93674,751,52,2
93675,716,108,2
93676,303,427,4
93677,405,806,1
93678,943,22,4
93679,796,371,5
93680,941,919,5
93681,653,1244,3
93682,796,95,4
93683,474,549,5
93684,864,200,4
93685,192,111,2
93686,879,121,4
93687,883,367,5
93688,669,271,2
93689,889,1428,3
93690,790,470,4
93691,109,1161,3
93692,906,221,4
93693,796,88,5
93694,802,183,5
93695,721,872,3
93696,345,161,3
93697,394,720,2
93698,28,603,3
93699,810,339,5
93700,882,288,3
93701,758,150,5
93702,868,234,4
93703,416,535,4
93704,314,322,4
93705,525,248,4
93706,864,597,4
93707,682,1267,3
93708,363,273,3
93709,618,148,3
93710,908,127,4
93711,87,128,3
93712,901,728,4
93713,800,275,4
93714,889,60,3
93715,613,603,5
93716,894,286,5
93717,800,50,4
93718,815,655,3
93719,774,567,1
93720,675,272,3
93721,864,1284,3
93722,815,210,2
93723,838,419,5
93724,478,182,5
93725,864,111,3
93726,311,614,4
93727,540,25,4
93728,850,153,4
93729,791,331,1
93730,903,25,4
93731,617,547,1
93732,867,529,5
93733,827,326,3
93734,450,22,5
93735,943,28,4
93736,760,25,2
93737,764,1057,1
93738,920,245,2
93739,505,117,4
93740,840,137,5
93741,828,961,2
93742,878,111,4
93743,771,283,4
93744,420,179,5
93745,929,136,3
93746,60,601,4
93747,560,257,3
93748,889,833,3
93749,716,501,5
93750,506,89,5
93751,334,1263,4
93752,615,283,4
93753,632,191,5
93754,896,1011,2
93755,844,684,3
93756,655,222,2
93757,920,258,4
93758,756,9,2
93759,615,72,2
93760,916,151,3
93761,405,428,1
93762,821,707,5
93763,903,357,5
93764,409,136,4
93765,878,432,3
93766,840,936,4
93767,391,23,4
93768,497,642,3
93769,454,589,2
93770,805,831,4
93771,457,368,1
93772,918,1099,4
93773,323,181,5
93774,538,204,3
93775,63,181,3
93776,878,234,1
93777,699,294,3
93778,58,200,3
93779,795,658,2
93780,83,845,3
93781,934,451,4
93782,715,941,2
93783,468,1134,5
93784,190,9,1
93785,716,229,3
93786,881,380,4
93787,250,629,4
93788,889,100,4
93789,655,1011,3
93790,894,462,4
93791,772,258,5
93792,234,1460,3
93793,916,11,4
93794,881,615,4
93795,445,933,1
93796,472,62,5
93797,648,109,5
93798,893,531,4
93799,181,281,2
93800,671,219,3
93801,58,7,5
93802,479,403,3
93803,531,908,1
93804,347,455,2
93805,887,1028,5
93806,928,246,5
93807,723,748,5
93808,534,919,5
93809,653,431,4
93810,907,748,5
93811,835,204,3
93812,851,252,3
93813,479,475,1
93814,618,135,4
93815,896,58,3
93816,890,434,4
93817,42,433,2
93818,831,129,2
93819,882,28,5
93820,844,175,3
93821,922,200,3
93822,881,197,3
93823,903,30,5
93824,699,106,3
93825,840,675,4
93826,588,237,2
93827,332,820,4
93828,886,49,4
93829,269,1478,1
93830,580,3,5
93831,750,1280,1
93832,877,584,4
93833,585,198,5
93834,819,304,4
93835,682,540,2
93836,727,802,2
93837,535,156,2
93838,566,23,4
93839,655,513,3
93840,832,748,3
93841,121,318,5
93842,357,412,2
93843,181,1358,1
93844,881,139,3
93845,118,427,5
93846,635,268,5
93847,886,89,4
93848,936,127,5
93849,537,371,3
93850,793,9,3
93851,851,284,3
93852,805,401,4
93853,653,1046,1
93854,942,300,5
93855,500,371,4
93856,486,1610,2
93857,286,1053,4
93858,864,473,4
93859,889,943,3
93860,537,270,3
93861,537,496,4
93862,931,14,4
93863,584,108,3
93864,455,11,3
93865,481,500,4
93866,938,290,3
93867,751,603,4
93868,747,1179,1
93869,244,88,4
93870,851,295,5
93871,869,696,2
93872,271,244,2
93873,890,69,4
93874,871,907,3
93875,719,510,4
93876,942,215,5
93877,569,295,3
93878,807,472,4
93879,294,520,5
93880,756,300,4
93881,846,568,4
93882,529,268,5
93883,866,272,2
93884,655,673,3
93885,648,633,3
93886,648,144,4
93887,782,749,4
93888,466,33,4
93889,622,249,5
93890,267,195,4
93891,886,174,5
93892,894,284,3
93893,254,842,3
93894,932,203,4
93895,320,248,5
93896,399,29,3
93897,294,354,3
93898,897,201,5
93899,851,825,4
93900,846,729,4
93901,896,763,2
93902,13,116,5
93903,921,230,3
93904,82,435,5
93905,336,238,3
93906,425,33,4
93907,490,222,3
93908,664,176,4
93909,920,340,4
93910,346,365,1
93911,907,121,4
93912,896,1208,3
93913,712,174,5
93914,919,732,3
93915,246,658,4
93916,724,332,4
93917,345,150,5
93918,533,385,4
93919,139,744,5
93920,677,322,4
93921,693,9,3
93922,867,134,5
93923,466,510,2
93924,682,403,3
93925,892,228,3
93926,758,520,5
93927,495,441,3
93928,790,328,3
93929,870,203,4
93930,798,1337,3
93931,892,582,3
93932,821,495,5
93933,325,386,4
93934,882,70,3
93935,500,763,3
93936,187,694,5
93937,919,264,3
93938,114,171,4
93939,401,663,1
93940,901,430,3
93941,497,73,3
93942,383,188,5
93943,805,405,3
93944,883,190,4
93945,251,480,5
93946,592,7,5
93947,540,515,5
93948,788,203,5
93949,7,173,5
93950,669,121,3
93951,896,809,2
93952,758,342,4
93953,825,288,1
93954,450,356,4
93955,535,1101,4
93956,716,627,4
93957,669,205,4
93958,916,943,4
93959,782,885,3
93960,332,974,4
93961,886,396,2
93962,934,902,4
93963,540,276,4
93964,875,357,5
93965,924,28,4
93966,870,208,4
93967,405,1306,1
93968,927,1095,2
93969,927,63,4
93970,863,289,4
93971,818,288,5
93972,514,190,5
93973,494,663,5
93974,831,204,5
93975,402,181,4
93976,846,604,4
93977,804,380,4
93978,468,772,4
93979,921,147,3
93980,619,546,2
93981,857,20,3
93982,914,402,5
93983,549,258,5
93984,892,31,4
93985,478,144,5
93986,883,58,3
93987,738,97,4
93988,563,304,2
93989,870,1098,4
93990,45,764,4
93991,938,411,3
93992,851,234,4
93993,72,403,3
93994,886,631,4
93995,912,523,4
93996,799,307,3
93997,554,288,3
93998,617,558,3
93999,932,665,2
94000,899,588,3
94001,306,285,4
94002,292,165,4
94003,619,68,3
94004,716,603,5
94005,342,165,3
94006,806,200,4
94007,772,354,4
94008,655,847,2
94009,555,244,5
94010,619,327,3
94011,488,174,4
94012,807,743,3
94013,919,813,4
94014,868,710,3
94015,782,350,4
94016,49,12,4
94017,496,217,5
94018,889,732,2
94019,1,122,3
94020,152,559,1
94021,468,127,4
94022,195,507,4
94023,460,1171,3
94024,805,294,1
94025,878,170,4
94026,468,226,2
94027,814,184,3
94028,943,732,4
94029,675,750,4
94030,774,1274,1
94031,693,178,5
94032,860,312,4
94033,721,1442,4
94034,912,648,3
94035,942,282,5
94036,539,660,5
94037,725,111,3
94038,445,1009,2
94039,655,961,3
94040,832,313,5
94041,889,92,3
94042,923,340,5
94043,892,1269,5
94044,45,993,4
94045,697,763,4
94046,875,806,4
94047,711,258,4
94048,916,276,4
94049,880,98,5
94050,666,12,4
94051,896,665,1
94052,900,864,2
94053,763,159,3
94054,854,472,1
94055,897,11,2
94056,864,465,3
94057,805,179,4
94058,927,826,4
94059,354,922,4
94060,532,1594,4
94061,741,283,4
94062,892,125,4
94063,592,501,4
94064,244,735,5
94065,407,168,5
94066,889,663,3
94067,532,576,5
94068,872,409,3
94069,275,227,3
94070,932,490,4
94071,883,306,3
94072,907,120,4
94073,651,322,3
94074,855,462,4
94075,934,1,2
94076,393,134,2
94077,895,885,2
94078,394,151,5
94079,555,274,4
94080,716,83,4
94081,891,323,3
94082,862,789,5
94083,943,831,2
94084,622,977,2
94085,645,357,5
94086,10,707,5
94087,764,231,3
94088,648,1626,1
94089,916,739,3
94090,167,465,5
94091,882,455,3
94092,343,260,1
94093,138,742,4
94094,592,3,4
94095,343,317,5
94096,416,96,4
94097,919,660,4
94098,918,143,4
94099,823,219,2
94100,896,715,3
94101,882,969,5
94102,236,411,1
94103,843,62,4
94104,671,237,5
94105,507,895,5
94106,815,167,2
94107,465,513,5
94108,18,317,5
94109,650,226,3
94110,798,133,3
94111,6,537,4
94112,795,144,4
94113,495,154,4
94114,655,715,3
94115,619,56,3
94116,828,116,4
94117,869,1014,4
94118,425,97,2
94119,840,221,4
94120,317,683,2
94121,761,243,3
94122,932,86,4
94123,592,628,3
94124,870,732,2
94125,936,1377,5
94126,854,509,4
94127,498,265,2
94128,834,237,5
94129,551,568,4
94130,847,77,4
94131,826,2,3
94132,856,316,5
94133,901,20,1
94134,898,313,4
94135,452,528,4
94136,638,185,5
94137,836,302,5
94138,536,88,4
94139,452,172,4
94140,927,8,4
94141,342,57,3
94142,929,654,3
94143,703,742,3
94144,933,483,4
94145,927,411,4
94146,207,238,2
94147,858,293,3
94148,932,836,5
94149,894,1153,3
94150,892,99,3
94151,907,393,5
94152,823,154,5
94153,119,471,4
94154,773,264,2
94155,748,588,4
94156,930,281,4
94157,747,9,5
94158,776,637,3
94159,894,25,2
94160,295,582,5
94161,546,271,5
94162,933,424,1
94163,451,885,1
94164,655,954,2
94165,666,282,3
94166,814,145,2
94167,846,175,5
94168,768,222,4
94169,500,49,4
94170,798,395,3
94171,643,428,4
94172,507,306,5
94173,886,282,3
94174,897,649,3
94175,757,433,4
94176,894,707,4
94177,903,479,4
94178,825,1034,4
94179,695,343,4
94180,394,33,4
94181,859,151,2
94182,916,176,4
94183,379,28,4
94184,862,566,3
94185,436,1263,3
94186,39,319,4
94187,269,940,1
94188,406,184,2
94189,592,203,5
94190,271,1282,2
94191,708,352,1
94192,719,427,4
94193,625,486,3
94194,894,639,5
94195,632,633,4
94196,933,67,1
94197,214,721,3
94198,450,1421,4
94199,943,173,5
94200,794,13,4
94201,456,129,3
94202,779,225,4
94203,833,336,2
94204,336,50,4
94205,864,195,4
94206,922,127,3
94207,889,269,4
94208,311,230,5
94209,896,470,2
94210,786,684,4
94211,864,97,4
94212,840,183,5
94213,908,12,3
94214,184,274,4
94215,831,197,4
94216,873,259,1
94217,770,123,3
94218,653,441,3
94219,916,1010,4
94220,889,700,3
94221,95,473,4
94222,917,285,4
94223,796,591,3
94224,905,871,2
94225,645,428,4
94226,829,582,4
94227,752,1279,3
94228,119,1137,5
94229,940,508,5
94230,10,484,5
94231,796,53,1
94232,655,1645,4
94233,854,185,4
94234,450,25,3
94235,880,172,5
94236,850,132,5
94237,790,317,4
94238,527,499,5
94239,293,558,3
94240,904,255,5
94241,868,588,1
94242,197,227,3
94243,405,972,1
94244,890,436,3
94245,443,39,1
94246,727,22,4
94247,899,318,4
94248,757,403,4
94249,77,222,4
94250,634,685,4
94251,585,462,3
94252,839,130,3
94253,806,1129,3
94254,905,322,3
94255,805,367,4
94256,686,194,5
94257,870,47,3
94258,916,1014,3
94259,617,559,1
94260,175,187,4
94261,846,73,4
94262,405,1208,1
94263,897,717,1
94264,588,283,4
94265,932,511,5
94266,405,638,1
94267,932,805,4
94268,896,399,1
94269,896,241,5
94270,117,895,2
94271,586,806,4
94272,807,578,4
94273,937,988,2
94274,521,79,4
94275,774,413,1
94276,85,1075,3
94277,627,229,2
94278,711,1289,2
94279,683,607,5
94280,551,51,5
94281,552,845,3
94282,882,69,5
94283,854,286,1
94284,741,313,4
94285,788,629,1
94286,919,333,4
94287,746,210,5
94288,922,145,3
94289,892,480,4
94290,660,121,2
94291,683,346,4
94292,936,864,4
94293,773,200,4
94294,483,473,3
94295,361,527,4
94296,466,121,3
94297,650,151,3
94298,889,540,2
94299,927,328,4
94300,299,319,3
94301,695,358,5
94302,148,164,4
94303,164,690,4
94304,882,378,5
94305,486,246,3
94306,151,498,5
94307,887,673,5
94308,846,615,5
94309,908,481,3
94310,907,5,5
94311,896,260,2
94312,246,384,2
94313,716,1101,5
94314,697,895,2
94315,693,662,4
94316,606,154,3
94317,814,98,4
94318,671,98,4
94319,405,877,1
94320,650,2,3
94321,924,100,4
94322,911,627,3
94323,26,248,3
94324,416,231,3
94325,666,428,3
94326,429,44,3
94327,248,323,1
94328,907,258,4
94329,747,258,2
94330,332,562,5
94331,916,1597,3
94332,892,202,4
94333,844,241,4
94334,815,88,4
94335,601,9,4
94336,77,183,5
94337,198,428,4
94338,935,125,4
94339,177,204,3
94340,115,696,4
94341,267,183,4
94342,834,268,3
94343,932,136,5
94344,222,1206,2
94345,378,428,3
94346,846,496,3
94347,683,513,5
94348,883,739,2
94349,679,423,3
94350,933,234,3
94351,927,118,5
94352,592,134,5
94353,798,703,4
94354,474,343,3
94355,159,1254,1
94356,804,746,4
94357,532,759,2
94358,387,188,5
94359,870,570,2
94360,591,26,3
94361,913,276,3
94362,926,292,3
94363,916,844,3
94364,796,649,3
94365,788,317,4
94366,909,170,5
94367,532,127,5
94368,543,732,3
94369,794,1251,4
94370,730,685,2
94371,10,686,4
94372,374,82,4
94373,922,219,1
94374,484,186,4
94375,13,141,2
94376,339,736,3
94377,691,227,4
94378,711,83,5
94379,749,833,2
94380,455,286,5
94381,663,597,3
94382,436,635,3
94383,823,204,4
94384,643,218,3
94385,835,523,3
94386,871,909,3
94387,707,923,5
94388,741,210,3
94389,499,524,4
94390,327,260,1
94391,889,26,4
94392,548,272,2
94393,886,467,4
94394,145,943,3
94395,727,209,3
94396,843,633,3
94397,666,357,4
94398,457,386,3
94399,759,294,5
94400,932,235,2
94401,234,1185,3
94402,711,419,5
94403,658,628,3
94404,536,181,5
94405,805,228,3
94406,682,728,3
94407,786,692,4
94408,70,418,3
94409,864,15,4
94410,943,419,2
94411,908,483,4
94412,880,218,4
94413,749,729,4
94414,697,879,4
94415,921,111,4
94416,487,11,5
94417,925,325,4
94418,896,489,5
94419,851,1598,3
94420,889,533,3
94421,921,259,4
94422,378,38,3
94423,936,904,5
94424,472,356,3
94425,508,50,5
94426,146,311,4
94427,920,313,5
94428,425,293,4
94429,943,239,5
94430,893,358,2
94431,721,222,5
94432,911,151,5
94433,669,97,4
94434,414,270,5
94435,405,176,1
94436,5,375,3
94437,24,518,4
94438,892,22,5
94439,846,28,5
94440,535,498,4
94441,524,134,5
94442,683,328,2
94443,13,182,5
94444,95,433,4
94445,357,826,3
94446,546,121,5
94447,559,513,5
94448,26,323,2
94449,919,23,3
94450,833,250,3
94451,716,178,5
94452,379,433,4
94453,787,288,1
94454,450,228,4
94455,932,1449,5
94456,904,815,4
94457,846,510,4
94458,807,230,4
94459,921,245,1
94460,618,31,4
94461,899,29,2
94462,932,1558,5
94463,618,506,4
94464,825,284,3
94465,416,392,5
94466,847,716,3
94467,56,295,3
94468,855,166,4
94469,721,1393,3
94470,934,708,3
94471,932,121,3
94472,671,562,5
94473,902,8,5
94474,913,95,4
94475,781,302,5
94476,299,114,4
94477,923,9,4
94478,913,729,3
94479,650,131,3
94480,305,69,3
94481,181,1137,1
94482,779,118,5
94483,642,1152,5
94484,880,227,2
94485,387,25,2
94486,864,257,4
94487,931,298,4
94488,887,95,4
94489,940,436,4
94490,699,323,4
94491,62,528,5
94492,841,322,4
94493,896,2,3
94494,560,606,4
94495,896,480,3
94496,693,58,3
94497,908,478,4
94498,759,281,4
94499,438,252,4
94500,906,283,4
94501,812,682,4
94502,901,94,4
94503,825,252,5
94504,913,427,4
94505,890,671,5
94506,932,855,5
94507,875,294,2
94508,671,118,5
94509,537,12,3
94510,934,72,3
94511,666,291,3
94512,622,3,1
94513,224,126,3
94514,684,210,3
94515,798,732,2
94516,669,248,4
94517,935,118,4
94518,392,174,5
94519,374,471,4
94520,913,919,4
94521,34,288,2
94522,711,94,2
94523,778,219,3
94524,283,109,4
94525,720,272,4
94526,864,729,4
94527,745,10,5
94528,651,276,4
94529,429,939,4
94530,719,520,5
94531,922,43,3
94532,864,143,4
94533,833,58,2
94534,805,716,4
94535,524,471,4
94536,910,628,1
94537,660,79,2
94538,53,15,5
94539,833,4,3
94540,542,72,3
94541,788,1107,3
94542,870,357,5
94543,456,72,1
94544,24,58,3
94545,342,1010,1
94546,902,271,2
94547,913,657,5
94548,788,96,3
94549,718,1028,4
94550,864,117,4
94551,715,576,2
94552,897,506,4
94553,889,28,4
94554,865,763,1
94555,911,655,5
94556,693,50,3
94557,651,309,1
94558,862,435,5
94559,727,827,3
94560,727,229,2
94561,554,866,3
94562,794,19,4
94563,883,694,5
94564,923,151,4
94565,404,339,1
94566,809,300,4
94567,711,157,3
94568,758,6,2
94569,648,441,3
94570,551,229,5
94571,931,750,5
94572,463,1199,1
94573,912,659,5
94574,523,155,4
94575,927,552,4
94576,664,509,4
94577,758,541,4
94578,833,940,2
94579,667,427,5
94580,666,513,4
94581,624,866,3
94582,878,1039,3
94583,860,344,3
94584,554,56,4
94585,749,478,5
94586,387,408,4
94587,768,346,3
94588,823,17,4
94589,398,712,2
94590,567,429,4
94591,627,526,4
94592,907,710,4
94593,95,507,4
94594,880,1184,3
94595,856,327,4
94596,551,628,5
94597,839,845,4
94598,804,357,5
94599,886,628,3
94600,704,519,3
94601,804,455,5
94602,354,936,4
94603,336,579,3
94604,639,165,3
94605,490,458,3
94606,907,1047,5
94607,890,313,5
94608,659,164,4
94609,20,82,4
94610,893,286,4
94611,942,435,5
94612,429,194,4
94613,312,644,5
94614,323,651,5
94615,786,458,3
94616,880,191,5
94617,675,427,5
94618,901,1605,5
94619,560,11,4
94620,618,49,3
94621,778,423,1
